accession,serotype,genotype,continent,country-code,country,region,sub-location1,sub-location2,lat,long,isolation-date
MF682966,3,I,East-Asia,CHN,China,,Yunnan,,,,2016-09-07
MF682967,3,I,East-Asia,CHN,China,,Yunnan,,,,2016-09-08
MF682968,3,I,East-Asia,CHN,China,,Yunnan,,,,2016-09-10
MF682969,3,I,East-Asia,CHN,China,,Yunnan,,,,2016-09-11
MF682970,3,I,East-Asia,CHN,China,,Yunnan,,,,2016-09-15
FJ898455,3,I,Oceania,COK,Cook-Islands,,,,,,1991
AB214879,3,I,Southeast-Asia,TLS,East-Timor,,Leste,,,,2005
AB214880,3,I,Southeast-Asia,TLS,East-Timor,,Leste,,,,2005
AB214881,3,I,Southeast-Asia,TLS,East-Timor,,Leste,,,,2005
AB214882,3,I,Southeast-Asia,TLS,East-Timor,,Leste,,,,2005
AY744677,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1989
AY744678,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1989
AY744679,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1990
AY744680,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1990
AY744681,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1990
JQ920476,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1991-08-09
AY744682,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1992
AY744683,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1992
AY744684,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1992
JQ920477,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1993-04-20
AY744685,3,I,Oceania,PYF,French-Polynesia,,Raiatea,,,,1994
JQ920478,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1995-07-19
JQ920479,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1996-02-15
JQ920480,3,I,Oceania,PYF,French-Polynesia,,Tahiti,,,,1996-09-04
AY858038,3,I,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,1988
AY858039,3,I,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,1998
AB189125,3,I,Southeast-Asia,IDN,Indonesia,,Sumatra,,,,1998
AB189126,3,I,Southeast-Asia,IDN,Indonesia,,Sumatra,,,,1998
AB189127,3,I,Southeast-Asia,IDN,Indonesia,,Sumatra,,,,1998
AB189128,3,I,Southeast-Asia,IDN,Indonesia,,Sumatra,,,,1998
AY858037,3,I,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,2004
AY858040,3,I,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,2004
AY858041,3,I,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,2004
AY858042,3,I,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,2004
AY858043,3,I,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,2004
AY858044,3,I,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,2004
AY858045,3,I,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,2004
AY858046,3,I,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,2004
AY858047,3,I,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,2004
AY858048,3,I,Southeast-Asia,IDN,Indonesia,,Jakarta,,,,2004
KC762681,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2007-06-22
KC762686,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2007-07-02
KC762684,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2007-07-10
KC762682,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2007-07-26
KC762683,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2007-07-26
KC762685,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2008-02-15
KC762687,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2008-02-15
KC762689,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2008-02-15
KC762691,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2008-04-10
KC762688,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2008-04-30
KC762690,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2008-08-26
KC762692,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2010-03-22
KC762693,3,I,Southeast-Asia,IDN,Indonesia,,Makassar,,,,2010-03-29
KY863456,3,I,Southeast-Asia,IDN,Indonesia,,,,,,2016-06
MF004386,3,I,Southeast-Asia,MYS,Malaysia,,,,,,2012-10-04
JQ920481,3,I,Oceania,NCL,New-Caledonia,,NA,,,,1989-02-06
JQ920482,3,I,Oceania,NCL,New-Caledonia,,NA,,,,1995-02-24
JQ920483,3,I,Oceania,NCL,New-Caledonia,,NA,,,,1995-08-17
JQ920484,3,I,Oceania,NCL,New-Caledonia,,NA,,,,1995-12-27
JQ920485,3,I,Oceania,NCL,New-Caledonia,,NA,,,,1996-10-21
JQ920486,3,I,Oceania,NCL,New-Caledonia,,NA,,,,1996-11-18
KY794787,3,I,Oceania,PNG,Papua-New-Guinea,,Madang,,,,2007-10-09
KY794788,3,I,Oceania,PNG,Papua-New-Guinea,,Madang,,,,2008-04-24
KY794789,3,I,Oceania,PNG,Papua-New-Guinea,,Madang,,,,2008-05-21
KY794790,3,I,Oceania,PNG,Papua-New-Guinea,,Madang,,,,2008-06-06
KY794786,3,I,Oceania,PNG,Papua-New-Guinea,,Lihir,,,,2010-10-27
AY496879,3,I,Southeast-Asia,PHL,Philippines,,NA,,,,1997
KU509279,3,I,Southeast-Asia,PHL,Philippines,,NA,,,,2008
FJ898456,3,I,Oceania,WSM,Samoa,,NA,,,,1995
EU081221,3,I,Southeast-Asia,SGP,Singapore,,NA,,,,2005
EU081223,3,I,Southeast-Asia,SGP,Singapore,,NA,,,,2005
GU370052,3,I,Southeast-Asia,SGP,Singapore,,NA,,,,2009-01
KX380839,3,I,Southeast-Asia,SGP,Singapore,,NA,,,,2012
KX380840,3,I,Southeast-Asia,SGP,Singapore,,NA,,,,2012
KY921906,3,I,Southeast-Asia,SGP,Singapore,,NA,,,,2015-06
DQ675519,3,I,East-Asia,TWN,Taiwan,,NA,,,,1995
KU509285,3,I,Southeast-Asia,THA,Thailand,,,,,,2010
JQ920487,3,I,Oceania,WLF,Wallis-and-Futuna,,NA,,,,1989-08-14
JQ920488,3,I,Oceania,WLF,Wallis-and-Futuna,,NA,,,,1995-04-05
JQ920489,3,I,Oceania,WLF,Wallis-and-Futuna,,NA,,,,1995-05-09
KF955461,3,II,Southeast-Asia,KHM,Cambodia,,Php,,,,1999
FJ639719,3,II,Southeast-Asia,KHM,Cambodia,,Php,,,,2000
KF955332,3,II,Southeast-Asia,KHM,Cambodia,,Php,,,,2000
KF955462,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2001
KF955463,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2001
FJ639720,3,II,Southeast-Asia,KHM,Cambodia,,Php,,,,2001
GQ868626,3,II,Southeast-Asia,KHM,Cambodia,,Php,,,,2001
FJ639721,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2002
FJ639722,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2002
GQ868627,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2002
FJ639723,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2003
GU131906,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2003
FJ639725,3,II,Southeast-Asia,KHM,Cambodia,,Kso,,,,2003
FJ639724,3,II,Southeast-Asia,KHM,Cambodia,,Php,,,,2003
FJ639726,3,II,Southeast-Asia,KHM,Cambodia,,Php,,,,2004
FJ639727,3,II,Southeast-Asia,KHM,Cambodia,,BTB,,,,2005
GQ868628,3,II,Southeast-Asia,KHM,Cambodia,,BTB,,,,2005
KF955333,3,II,Southeast-Asia,KHM,Cambodia,,Kan,,,,2005
GU131904,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2005
GQ868629,3,II,Southeast-Asia,KHM,Cambodia,,Php,,,,2005
FJ639728,3,II,Southeast-Asia,KHM,Cambodia,,Php,,,,2005-01-01
FJ639729,3,II,Southeast-Asia,KHM,Cambodia,,BTB,,,,2006
GQ868634,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2006
HM181933,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2006
HM181934,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2006
GU131907,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2006
GU131908,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2006
GU131909,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2006
GU131910,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2006
GU131911,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2006
GU131933,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2006
FJ639730,3,II,Southeast-Asia,KHM,Cambodia,,Php,,,,2006
FJ639712,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2007
FJ639714,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2007
HM181935,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2007
JF295012,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2007
KF955507,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2007
GU131912,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131913,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131914,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131915,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131916,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131917,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131918,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131934,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131935,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131936,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131937,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131938,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131939,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131940,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131941,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131942,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131943,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131944,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
GU131945,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2007
FJ639713,3,II,Southeast-Asia,KHM,Cambodia,,Php,,,,2007
KF955464,3,II,Southeast-Asia,KHM,Cambodia,,Php,,,,2007
FJ639731,3,II,Southeast-Asia,KHM,Cambodia,,Srp,,,,2007
JN368477,3,II,Southeast-Asia,KHM,Cambodia,,,,,,2007
HM631854,3,II,Southeast-Asia,KHM,Cambodia,,Kch,,,,2008
GU131903,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2008
GU131905,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2008
GU131946,3,II,Southeast-Asia,KHM,Cambodia,,KHC,,,,2008
FJ639715,3,II,Southeast-Asia,KHM,Cambodia,,Prv,,,,2008
FJ639716,3,II,Southeast-Asia,KHM,Cambodia,,Prv,,,,2008
KR296744,3,II,East-Asia,CHN,China,,Yunnan,,,,2013
GU189648,3,II,East-Asia,CHN,China,,Zhejiang,,,,2009
KC261634,3,II,East-Asia,CHN,China,,,,,,2012
KR296743,3,II,East-Asia,CHN,China,,Yunnan,,,,2013
KF824902,3,II,East-Asia,CHN,China,,,,,,2013
KF824903,3,II,East-Asia,CHN,China,,,,,,2013
KJ622191,3,II,East-Asia,CHN,China,,,,,,2013
KJ622192,3,II,East-Asia,CHN,China,,,,,,2013
KJ622193,3,II,East-Asia,CHN,China,,,,,,2013
KJ622194,3,II,East-Asia,CHN,China,,,,,,2013
KJ622195,3,II,East-Asia,CHN,China,,,,,,2013
KJ622196,3,II,East-Asia,CHN,China,,,,,,2013
KJ622197,3,II,East-Asia,CHN,China,,,,,,2013
KJ622198,3,II,East-Asia,CHN,China,,,,,,2013
KJ622199,3,II,East-Asia,CHN,China,,,,,,2013
MF682971,3,II,East-Asia,CHN,China,,Yunnan,,,,2013-07-22
MF682975,3,II,East-Asia,CHN,China,,Yunnan,,,,2013-08-27
MF682974,3,II,East-Asia,CHN,China,,Yunnan,,,,2013-09-21
MF682973,3,II,East-Asia,CHN,China,,Yunnan,,,,2013-10-09
MF682972,3,II,East-Asia,CHN,China,,Yunnan,,,,2013-10-19
KF955477,3,II,South-Asia,IND,India,,,,,,1984
DQ675520,3,II,Southeast-Asia,IDN,Indonesia,,,,,,1998
KY849771,3,II,Southeast-Asia,LAO,Laos,,Vientiane,,,,2010-05-26
KY849773,3,II,Southeast-Asia,LAO,Laos,,Vientiane,,,,2010-07-25
KY849761,3,II,Southeast-Asia,LAO,Laos,,Vientiane,,,,2010-07-27
KY849775,3,II,Southeast-Asia,LAO,Laos,,Vientiane,,,,2010-08-05
KY849769,3,II,Southeast-Asia,LAO,Laos,,Vientiane,,,,2010-08-09
KY849770,3,II,Southeast-Asia,LAO,Laos,,Vientiane,,,,2010-08-12
KY849772,3,II,Southeast-Asia,LAO,Laos,,Vientiane,,,,2010-08-24
KY849774,3,II,Southeast-Asia,LAO,Laos,,Vientiane,,,,2010-10-21
KF955476,3,II,South-Asia,LKA,Sri-Lanka,,,,,,1983
DQ675521,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998
DQ675522,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998
DQ675523,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998
DQ675524,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998
DQ675525,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998
DQ675526,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998
DQ675527,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998
DQ675528,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998
DQ675529,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998
DQ675530,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998
DQ675531,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998
DQ675532,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998
KY670634,3,II,East-Asia,TWN,Taiwan,,NA,,,,1998-09-01
DQ863638,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1973
GQ868593,3,II,Southeast-Asia,THA,Thailand,,,,,,1973
KJ737430,3,II,Southeast-Asia,THA,Thailand,,,,,,1983
AY676352,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1987
AY676353,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1987
AY676350,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1993
AY676351,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1993
AY876494,3,II,Southeast-Asia,THA,Thailand,,,,,,1994
AY923865,3,II,Southeast-Asia,THA,Thailand,,,,,,1994
KJ737429,3,II,Southeast-Asia,THA,Thailand,,,,,,1994
KY586776,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
KY586785,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
KY586797,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
KY586800,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
KY586801,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
KY586802,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1995
AY676348,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
AY676349,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586718,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586719,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586720,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586760,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586761,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586767,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586771,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586772,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586774,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586775,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586786,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586798,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586799,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,1998
KY586766,3,II,Southeast-Asia,THA,Thailand,,,,,,1999
KY586768,3,II,Southeast-Asia,THA,Thailand,,,,,,1999
KY586777,3,II,Southeast-Asia,THA,Thailand,,,,,,1999
KY586795,3,II,Southeast-Asia,THA,Thailand,,,,,,1999
KY586713,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586715,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586721,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586722,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586723,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586724,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586739,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586758,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586759,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586764,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586793,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586794,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2000
KY586733,3,II,Southeast-Asia,THA,Thailand,,,,,,2000
KY586743,3,II,Southeast-Asia,THA,Thailand,,,,,,2000
KY586747,3,II,Southeast-Asia,THA,Thailand,,,,,,2000
KY586762,3,II,Southeast-Asia,THA,Thailand,,,,,,2000
KY586708,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586709,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586714,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586744,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586745,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586746,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586751,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586754,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586756,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586757,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586763,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586782,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586784,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586790,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
KY586796,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2001
FJ687448,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744726,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744727,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744728,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744729,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744730,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744731,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744732,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744733,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744734,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744735,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744736,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744737,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744738,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744739,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ744740,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ810413,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
FJ810414,3,II,Southeast-Asia,THA,Thailand,,Kampheange-phet,,,,2001
KY586734,3,II,Southeast-Asia,THA,Thailand,,,,,,2001
KY586737,3,II,Southeast-Asia,THA,Thailand,,,,,,2001
KY586738,3,II,Southeast-Asia,THA,Thailand,,,,,,2001
KY586765,3,II,Southeast-Asia,THA,Thailand,,,,,,2001
KY586736,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586740,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586741,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586742,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586748,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586750,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586769,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586770,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586783,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586791,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586792,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2002
KY586712,3,II,Southeast-Asia,THA,Thailand,,,,,,2002
KY586716,3,II,Southeast-Asia,THA,Thailand,,,,,,2002
KY586717,3,II,Southeast-Asia,THA,Thailand,,,,,,2002
KY586773,3,II,Southeast-Asia,THA,Thailand,,,,,,2002
KY586787,3,II,Southeast-Asia,THA,Thailand,,,,,,2002
KY586788,3,II,Southeast-Asia,THA,Thailand,,,,,,2002
KY586707,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2003
KY586701,3,II,Southeast-Asia,THA,Thailand,,,,,,2003
KY586710,3,II,Southeast-Asia,THA,Thailand,,,,,,2003
KY586749,3,II,Southeast-Asia,THA,Thailand,,,,,,2003
KY586711,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586730,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586731,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586732,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586735,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586752,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586753,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
KY586755,3,II,Southeast-Asia,THA,Thailand,,Bangkok,,,,2004
